,Please key in your name ?,What's the name of the startup you're reviewing?,How well is the problem identified and defined?,What is the level of pain area felt / perceived by the target customers / consumers?,What is the level of uniqueness in the proposition for the venture?,How high are the defensible technology barriers in the business? (High being 4),What is the strength of the competitive advantage in the business model?,What is the level of competition in terms of alternatives available ?,Low Price,Superior Quality,Distribution Leverage,Geographic Presence,Other,What is the level of sustainability of the competitive advantage in the next 24 months?,No Traction yet,Some Free Customers,Lots of Free Customers,Some Paid Customers,Growing Fast,Other,Are the business milestones for the next 24 months exciting?,Other,How feasible do you think is the Go To Market plan in next 12-18 month timeframe ?,What is the level of understanding and clarity of the financial projections by the team ?,Does the business model has high level of operating leverage & scalability potential ?,How do you think is the ability of the team to manage risks with Plan B ?,How would you rate the likability & connect with the Founder and his authenticity?,Other,Other,How did you find the overall presentation quality in terms of clarity and impact through communication ?,"How would you rate the quality of presentation deck in terms of clarity, scope, visual impact & simplicity ?",What is the overall feasibility of the business going forward ?,Addressable Market Size,Technology Barrier,Go to market plan strength,Revenue Stage,Product Uniqueness
54,Dorit,Vhap Global,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.5,1.0,1,1,1,1,0.7202,0.5,1,1,1,0,1,0.7202,0,0.7202,0.3333333333333333,0.6666666666666666,0.5,0.0,1.0,0.7202,0.7202,0.3333333333333333,0.6666666666666666,0.0,0.5,0.0,0.5,0.0,1.0
55,Dorit,restrotap,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,1,1,0,1,0.0,0.5,1,1,1,0,1,0.0,1,0.0,0.3333333333333333,-0.0,1.0,0.0,-0.0,0.0,0.0,0.3333333333333333,-0.0,1.0,1.0,0.5,1.0,0.0,1.0
56,Dorit,Lumikasa,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0,0,0,1,0.0,0.5,1,1,1,0,1,0.0,1,0.0,-0.0,0.6666666666666666,0.5,0.5,-0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,1.0,1.0
57,Dorit,active8,-0.0,-0.0,-0.0,0.6666666666666666,0.5,0.5,1,1,1,1,0.5,1.0,1,1,1,0,1,0.5,1,0.5,-0.0,-0.0,1.0,0.5,-0.0,0.5,0.5,-0.0,-0.0,1.0,1.0,0.5,1.0,0.0,1.0
58,Dorit,Exora,-0.0,-0.0,-0.0,-0.0,0.5,0.0,1,1,0,1,0.0,0.5,1,1,1,0,1,0.0,0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.0,1.0,1.0
59,Dorit,Plate my meal,-0.0,-0.0,0.3333333333333333,1.0,0.0,0.0,1,0,0,0,0.0,0.5,1,1,1,0,1,0.0,0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.5,0.0,1.0
60,Dorit,Storywise,-0.0,-0.0,-0.0,1.0,1.0,1.0,1,0,1,1,0.0,1.0,1,1,1,1,0,0.0,1,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,1.0,1.0
61,Dorit,Highblood,-0.0,-0.0,0.3333333333333333,1.0,0.5,1.0,1,1,1,1,0.6366,0.5,0,1,1,0,1,0.6366,1,0.6366,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.6366,0.6366,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,1.0
62,Dorit,University Living,-0.0,-0.0,0.3333333333333333,0.6666666666666666,0.5,1.0,1,0,1,0,0.0,0.5,1,1,1,1,0,0.0,1,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,1.0,1.0
63,Dorit,Neetip,-0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1,0,1,1,0.0,0.5,1,1,1,1,0,0.0,1,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,-0.0,0.0,0.0,-0.0,0.3333333333333333,0.5,1.0,0.0,1.0,1.0,1.0
